Vintage;Country;County;Designation;Points;Price;Province;Title;Variety;Winery
01/01/2012;Italy;Toscana;Balifico;90;$65.00;Tuscany;Volpaia 2012 Balifico Red (Toscana);Red Blend;Volpaia
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico;Crisio Riserva;88;$27.00;Central Italy;Casalfarneto 2012 Crisio Riserva (Verdicchio dei Castelli di Jesi Classico);Verdicchio;Casalfarneto
01/01/2012;France;Bordeaux Blanc;Mouton Cadet;86;$10.00;Bordeaux;Baron Philippe de Rothschild 2012 Mouton Cadet (Bordeaux Blanc);Bordeaux-style White Blend;Baron Philippe de Rothschild
01/01/2012;Italy;Chianti Classico;Riserva;89;$25.00;Tuscany;Tenuta di Capraia 2012 Riserva (Chianti Classico);Sangiovese;Tenuta di Capraia
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Millesimato Rive di Farra di Soligo Extra Dry;86;$18.00;Veneto;La Farra 2012 Millesimato Rive di Farra di Soligo Extra Dry (Conegliano Valdobbiadene Prosecco Superiore);Glera;La Farra
01/01/2012;France;Alsace;Barriques;89;$37.00;Alsace;Domaine Ostertag 2012 Barriques Pinot Gris (Alsace);Pinot Gris;Domaine Ostertag
01/01/2012;France;Cahors;Château Beauvillain-Monpezat;86;$14.00;Southwest France;Rigal 2012 Château Beauvillain-Monpezat Malbec-Merlot (Cahors);Malbec-Merlot;Rigal
01/01/2012;Italy;Soave;Danieli;87;$17.00;Veneto;Fattori 2012 Danieli (Soave);Garganega;Fattori
01/01/2012;Italy;Barolo;Bricco Fiasco;89;$95.00;Piedmont;Azelia 2012 Bricco Fiasco (Barolo);Nebbiolo;Azelia
01/01/2012;Italy;Barolo;Monfalletto;93;$48.00;Piedmont;Cordero di Montezemolo 2012 Monfalletto (Barolo);Nebbiolo;Cordero di Montezemolo
01/01/2012;Italy;Montepulciano d'Abruzzo;Riserva;89;$19.00;Central Italy;La Quercia 2012 Riserva (Montepulciano d'Abruzzo);Montepulciano;La Quercia
01/01/2012;France;Sancerre;La Gravelière;86;$20.00;Loire Valley;Joseph Mellot 2012 La Gravelière (Sancerre);Sauvignon Blanc;Joseph Mellot
01/01/2012;Italy;Coste della Sesia;Muntacc;89;$28.00;Piedmont;La Prevostura 2012 Muntacc Red (Coste della Sesia);Red Blend;La Prevostura
01/01/2012;France;Cahors;Prestige;93;$24.00;Southwest France;Château Haut-Monplaisir 2012 Prestige Malbec (Cahors);Malbec;Château Haut-Monplaisir
01/01/2012;France;Côtes de Gascogne;Terres Blanches;88;$15.00;Southwest France;Domaine Chiroulet 2012 Terres Blanches White (Côtes de Gascogne);White Blend;Domaine Chiroulet
01/01/2012;France;Châteauneuf-du-Pape;Domaine Riché;89;$45.00;Rhône Valley;Ravoire et Fils 2012 Domaine Riché Red (Châteauneuf-du-Pape);Rhône-style Red Blend;Ravoire et Fils
01/01/2012;Italy;Barolo;Marcenasco;88;$50.00;Piedmont;Renato Ratti 2012 Marcenasco (Barolo);Nebbiolo;Renato Ratti
01/01/2012;France;Cahors;Grande Réserve;91;$60.00;Southwest France;Château Laur 2012 Grande Réserve Malbec (Cahors);Malbec;Château Laur
01/01/2012;Italy;Etna;San Lorenzo Rosso;92;$58.00;Sicily & Sardinia;Girolamo Russo 2012 San Lorenzo Rosso (Etna);Red Blend;Girolamo Russo
01/01/2012;France;Châteaumeillant;Tradition;86;$16.00;Loire Valley;Domaine Siret-Courtaud 2012 Tradition Pinot Noir-Gamay (Châteaumeillant);Pinot Noir-Gamay;Domaine Siret-Courtaud
01/01/2012;France;Sancerre;Les Belles Vignes;87;$27.00;Loire Valley;Fournier Père et Fils 2012 Les Belles Vignes (Sancerre);Pinot Noir;Fournier Père et Fils
01/01/2012;France;Saint-Émilion;Barrel Sample;93;$80.00;Bordeaux;Château Monbousquet 2012 Barrel Sample (Saint-Émilion);Bordeaux-style Red Blend;Château Monbousquet
01/01/2012;Italy;Barbaresco;Basarin;86;$40.00;Piedmont;Arbéta 2012 Basarin (Barbaresco);Nebbiolo;Arbéta
01/01/2012;France;Côtes de Provence;Secret de Léoube;90;$27.00;Provence;Château Léoube 2012 Secret de Léoube Rosé (Côtes de Provence);Rosé;Château Léoube
01/01/2012;Italy;Barbaresco;Riserva;85;$25.00;Piedmont;Cantina Terre del Barolo 2012 Riserva (Barbaresco);Nebbiolo;Cantina Terre del Barolo
01/01/2012;Italy;Friuli Isonzo;Dessimis;90;$43.00;Northeastern Italy;Vie di Romans 2012 Dessimis Pinot Grigio (Friuli Isonzo);Pinot Grigio;Vie di Romans
01/01/2012;Italy;Barolo;Sarmassa;87;$93.00;Piedmont;Marchesi di Barolo 2012 Sarmassa (Barolo);Nebbiolo;Marchesi di Barolo
01/01/2012;France;Savoie;Cruet;89;$14.00;France Other;Domaine de l'Idylle 2012 Cruet Jacquère (Savoie);Jacquère;Domaine de l'Idylle
01/01/2012;France;Pouilly-Fuissé;Ancestral;89;$26.00;Burgundy;Domaine Sangouard-Guyot 2012 Ancestral (Pouilly-Fuissé);Chardonnay;Domaine Sangouard-Guyot
01/01/2012;Italy;Puglia;Codalunga;87;$19.00;Southern Italy;Tenute Girolamo 2012 Codalunga Aglianico (Puglia);Aglianico;Tenute Girolamo
01/01/2012;Italy;Barolo;Paiagallo;91;$99.00;Piedmont;Mirafiore 2012 Paiagallo (Barolo);Nebbiolo;Mirafiore
01/01/2012;Italy;Alto Adige;Castel Ringberg;89;$22.00;Northeastern Italy;Elena Walch 2012 Castel Ringberg Pinot Grigio (Alto Adige);Pinot Grigio;Elena Walch
01/01/2012;France;Brouilly;Château de Saint Lager;85;$18.00;Beaujolais;Château de Pizay 2012 Château de Saint Lager (Brouilly);Gamay;Château de Pizay
01/01/2012;France;Côtes du Rhône;Domaine le Garrigon Cuvée des Vieux Truffiers;89;$14.00;Rhône Valley;Louis Bernard 2012 Domaine le Garrigon Cuvée des Vieux Truffiers Red (Côtes du Rhône);Rhône-style Red Blend;Louis Bernard
01/01/2012;Italy;Langhe;La Fenice;87;$24.00;Piedmont;Tenimenti Famiglia Cavallero 2012 La Fenice Nebbiolo (Langhe);Nebbiolo;Tenimenti Famiglia Cavallero
01/01/2012;France;Gigondas;Vieilles Vignes;89;$51.00;Rhône Valley;Tardieu-Laurent 2012 Vieilles Vignes (Gigondas);Rhône-style Red Blend;Tardieu-Laurent
01/01/2012;Italy;Barolo;Monprivato;95;$163.00;Piedmont;Mascarello Giuseppe e Figlio 2012 Monprivato (Barolo);Nebbiolo;Mascarello Giuseppe e Figlio
01/01/2012;France;Fleurie;Les Roches;89;$20.00;Beaujolais;Lucien Lardy 2012 Les Roches (Fleurie);Gamay;Lucien Lardy
01/01/2012;Italy;Toscana;Corbaia;88;$70.00;Tuscany;Castello di Bossi 2012 Corbaia Red (Toscana);Red Blend;Castello di Bossi
01/01/2012;France;Haut-Médoc;Donjon de Lamarque;88;$30.00;Bordeaux;Château de Lamarque 2012 Donjon de Lamarque (Haut-Médoc);Bordeaux-style Red Blend;Château de Lamarque
01/01/2012;Italy;Lacryma Christi del Vesuvio;Bianco;89;$20.00;Southern Italy;Mastroberardino 2012 Bianco Coda di Volpe (Lacryma Christi del Vesuvio);Coda di Volpe;Mastroberardino
01/01/2012;Italy;Chianti Rufina;Riserva;88;$23.00;Tuscany;Fattoria di Basciano 2012 Riserva (Chianti Rufina);Red Blend;Fattoria di Basciano
01/01/2012;France;Alsace;Réserve;88;$16.00;Alsace;Domaine Moltès 2012 Réserve Riesling (Alsace);Riesling;Domaine Moltès
01/01/2012;France;Cahors;Les Comtes Cahors;86;$12.00;Southwest France;Georges Vigouroux 2012 Les Comtes Cahors Malbec (Cahors);Malbec;Georges Vigouroux
01/01/2012;France;Châteauneuf-du-Pape;Clos de Beauvenir;95;$169.00;Rhône Valley;Château La Nerthe 2012 Clos de Beauvenir White (Châteauneuf-du-Pape);Rhône-style White Blend;Château La Nerthe
01/01/2012;France;Madiran;Château d'Aydie;93;$29.00;Southwest France;Famille Laplace 2012 Château d'Aydie Tannat (Madiran);Tannat;Famille Laplace
01/01/2012;France;Pouilly-Fuissé;Clos Varambon;90;$36.00;Burgundy;Château des Rontets 2012 Clos Varambon (Pouilly-Fuissé);Chardonnay;Château des Rontets
01/01/2012;Italy;Chianti Classico;La Ghirlanda;89;$20.00;Tuscany;Bindi Sergardi 2012 La Ghirlanda (Chianti Classico);Red Blend;Bindi Sergardi
01/01/2012;France;Saint-Émilion;L'Etendard de Château Valade;89;$28.00;Bordeaux;Château Valade 2012 L'Etendard de Château Valade (Saint-Émilion);Bordeaux-style Red Blend;Château Valade
01/01/2012;Italy;Bolgheri;Varvàra;90;$28.00;Tuscany;Castello di Bolgheri 2012 Varvàra (Bolgheri);Red Blend;Castello di Bolgheri
01/01/2012;France;Gers;Piaffer;89;$27.00;Southwest France;Domaine de Gensac 2012 Piaffer Red (Gers);Red Blend;Domaine de Gensac
01/01/2012;France;Chablis;Domaine Drouhin-Vaudon Sécher Premier Cru;92;$40.00;Burgundy;Joseph Drouhin 2012 Domaine Drouhin-Vaudon Sécher Premier Cru (Chablis);Chardonnay;Joseph Drouhin
01/01/2012;Italy;Irpinia;Cantine Storiche;86;$25.00;Southern Italy;Cantine di Marzo 2012 Cantine Storiche Aglianico (Irpinia);Aglianico;Cantine di Marzo
01/01/2012;France;Gevrey-Chambertin;Lavaux Saint-Jacques Premier Cru;95;$168.00;Burgundy;Joseph Drouhin 2012 Lavaux Saint-Jacques Premier Cru (Gevrey-Chambertin);Pinot Noir;Joseph Drouhin
01/01/2012;Italy;Lugana;Sorgente;85;$18.00;Lombardy;Citari 2012 Sorgente (Lugana);Turbiana;Citari
01/01/2012;Italy;Terre Siciliane;Elisena;90;$32.00;Sicily & Sardinia;Wiegner 2012 Elisena White (Terre Siciliane);White Blend;Wiegner
01/01/2012;France;Vin de Pays du Val de Loire;Petit Bourgeois;85;$13.00;Loire Valley;Henri Bourgeois 2012 Petit Bourgeois Cabernet Franc (Vin de Pays du Val de Loire);Cabernet Franc;Henri Bourgeois
01/01/2012;France;Côtes du Rhône;Légende des Toques;88;$12.00;Rhône Valley;Balma Venitia 2012 Légende des Toques Red (Côtes du Rhône);Rhône-style Red Blend;Balma Venitia
01/01/2012;France;Cahors;Expression;92;$23.00;Southwest France;Château Lamartine 2012 Expression Malbec (Cahors);Malbec;Château Lamartine
01/01/2012;France;Pouilly-Loché;Les MÃ»res;86;$41.00;Burgundy;Bret Brothers 2012 Les MÃ»res (Pouilly-Loché);Chardonnay;Bret Brothers
01/01/2012;France;Alsace;Clos Saint Urbain Rangen de Thann Grand Cru;96;$120.00;Alsace;Domaine Zind-Humbrecht 2012 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace);Gewürztraminer;Domaine Zind-Humbrecht
01/01/2012;Italy;Trento;Dosaggio Zero Riserva;94;$67.00;Northeastern Italy;Maso Martis 2012 Dosaggio Zero Riserva Sparkling (Trento);Sparkling Blend;Maso Martis
01/01/2012;France;Jurançon;Le Barou;93;$39.00;Southwest France;Domaine Coustarret 2012 Le Barou (Jurançon);Gros and Petit Manseng;Domaine Coustarret
01/01/2012;Italy;Chianti Superiore;Casalini;85;$18.00;Tuscany;Fattoria Fibbiano 2012 Casalini (Chianti Superiore);Red Blend;Fattoria Fibbiano
01/01/2012;Italy;Gavi;Verga Collection;86;$12.00;Piedmont;Natale Verga 2012 Verga Collection (Gavi);Cortese;Natale Verga
01/01/2012;France;Sancerre;La Chapelle des Augustins;92;$30.00;Loire Valley;Henri Bourgeois 2012 La Chapelle des Augustins (Sancerre);Sauvignon Blanc;Henri Bourgeois
01/01/2012;France;Bordeaux;Arnozan Réserve des Chartrons;88;$10.00;Bordeaux;Producta Vignobles 2012 Arnozan Réserve des Chartrons (Bordeaux);Bordeaux-style Red Blend;Producta Vignobles
01/01/2012;Italy;Sicilia;Nero Ossidiana;82;$35.00;Sicily & Sardinia;Tenuta di Castellaro 2012 Nero Ossidiana Nero d'Avola (Sicilia);Nero d'Avola;Tenuta di Castellaro
01/01/2012;Italy;Cortona;Principe;88;$30.00;Tuscany;Stefania Mezzetti 2012 Principe Syrah (Cortona);Syrah;Stefania Mezzetti
01/01/2012;France;Saint-Véran;Tradition;90;$18.00;Burgundy;Collovray et Terrier 2012 Tradition (Saint-Véran);Chardonnay;Collovray et Terrier
01/01/2012;Italy;Amarone della Valpolicella;Col de la Bastia;91;$90.00;Veneto;Fattori 2012 Col de la Bastia (Amarone della Valpolicella);Red Blend;Fattori
01/01/2012;Italy;Barbaresco;Bricco di Neive Riserva;86;$78.00;Piedmont;Dante Rivetti 2012 Bricco di Neive Riserva (Barbaresco);Nebbiolo;Dante Rivetti
01/01/2012;Italy;Puglia;Masseria Surani Heracles;86;$15.00;Southern Italy;Tommasi 2012 Masseria Surani Heracles Primitivo (Puglia);Primitivo;Tommasi
01/01/2012;France;Cahors;Les Quatre Eglises;90;$17.00;Southwest France;Château Bovila 2012 Les Quatre Eglises Malbec (Cahors);Malbec;Château Bovila
01/01/2012;France;Saint-Estèphe;La Croix Bonis;91;$27.00;Bordeaux;Château Phélan-Ségur 2012 La Croix Bonis (Saint-Estèphe);Bordeaux-style Red Blend;Château Phélan-Ségur
01/01/2012;Italy;Vino Spumante;Francesco Galliano Blanc de Blancs Metodo Classico;87;$29.00;Italy Other;Borgo Maragliano 2012 Francesco Galliano Blanc de Blancs Metodo Classico Chardonnay (Vino Spumante);Chardonnay;Borgo Maragliano
01/01/2012;Italy;Montefalco Sagrantino;Collepiano;91;$50.00;Central Italy;Arnaldo Caprai 2012 Collepiano (Montefalco Sagrantino);Sagrantino;Arnaldo Caprai
01/01/2012;Italy;Trentino;Giallo;85;$20.00;Northeastern Italy;Gaierhof 2012 Giallo Moscato Giallo (Trentino);Moscato Giallo;Gaierhof
01/01/2012;Italy;Toscana;Indaco;93;$50.00;Tuscany;Tenuta Sette Cieli 2012 Indaco Red (Toscana);Red Blend;Tenuta Sette Cieli
01/01/2012;France;Bourgogne;Les Sétilles;88;$27.00;Burgundy;Olivier Leflaive 2012 Les Sétilles (Bourgogne);Chardonnay;Olivier Leflaive
01/01/2012;Italy;Barolo;Conca;88;$70.00;Piedmont;Revello Fratelli 2012 Conca (Barolo);Nebbiolo;Revello Fratelli
01/01/2012;France;Alsace;Galets Oligocène;90;$33.00;Alsace;Domaine Bott-Geyl 2012 Galets Oligocène Pinot Noir (Alsace);Pinot Noir;Domaine Bott-Geyl
01/01/2012;France;Cahors;Grand Vin;93;$35.00;Southwest France;Château de Chambert 2012 Grand Vin Malbec (Cahors);Malbec;Château de Chambert
01/01/2012;France;Pouilly-Fuissé;Vieilles Vignes;92;$74.00;Burgundy;Château de Fuissé 2012 Vieilles Vignes (Pouilly-Fuissé);Chardonnay;Château de Fuissé
01/01/2012;France;Bourgogne;Vieilles Vignes;89;$50.00;Burgundy;Domaine Pierre Labet 2012 Vieilles Vignes (Bourgogne);Pinot Noir;Domaine Pierre Labet
01/01/2012;Italy;Barolo;Monvigliero;94;$75.00;Piedmont;Pietro Rinaldi 2012 Monvigliero (Barolo);Nebbiolo;Pietro Rinaldi
01/01/2012;France;Muscadet Sèvre et Maine;Gorges;92;$21.00;Loire Valley;Véronique Günther-Chereau 2012 Gorges (Muscadet Sèvre et Maine);Melon;Véronique Günther-Chereau
01/01/2012;France;Graves;Clos Montesquieu;87;$36.00;Bordeaux;Château des Fougères 2012 Clos Montesquieu (Graves);Bordeaux-style Red Blend;Château des Fougères
01/01/2012;France;Alsace;Kessler Grand Cru;91;$30.00;Alsace;Domaines Schlumberger 2012 Kessler Grand Cru Riesling (Alsace);Riesling;Domaines Schlumberger
01/01/2012;Italy;Taurasi;di Umberto;90;$34.00;Southern Italy;Donnachiara 2012 di Umberto (Taurasi);Aglianico;Donnachiara
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Millesimato Black Bottle Extra Dry;86;$20.00;Veneto;Val d'Oca 2012 Millesimato Black Bottle Extra Dry (Conegliano Valdobbiadene Prosecco Superiore);Glera;Val d'Oca
01/01/2012;France;Puligny-Montrachet;Les Folatières Premier Cru;93;$159.00;Burgundy;Olivier Leflaive 2012 Les Folatières Premier Cru (Puligny-Montrachet);Chardonnay;Olivier Leflaive
01/01/2012;Italy;Conegliano Valdobbiadene Prosecco Superiore;Col di Manza Millesimato Rive di Ogliano;87;$16.00;Veneto;Perlage 2012 Col di Manza Millesimato Rive di Ogliano (Conegliano Valdobbiadene Prosecco Superiore);Glera;Perlage
01/01/2012;Italy;Alto Adige;Thurner;87;$16.00;Northeastern Italy;Colterenzio 2012 Thurner Pinot Bianco (Alto Adige);Pinot Bianco;Colterenzio
01/01/2012;Italy;Etna;Rosso;88;$25.00;Sicily & Sardinia;Tenuta Monte Gorna 2012 Rosso (Etna);Red Blend;Tenuta Monte Gorna
01/01/2012;Italy;Chianti Classico;Vaggiolata;87;$19.00;Tuscany;Monterotondo 2012 Vaggiolata (Chianti Classico);Red Blend;Monterotondo
01/01/2012;Italy;Chianti Classico;Castelgreve;87;$15.00;Tuscany;Castelli del Grevepesa 2012 Castelgreve (Chianti Classico);Sangiovese;Castelli del Grevepesa
01/01/2012;Italy;Umbria;BramÃ¬to del Cervo;88;$20.00;Central Italy;Marchesi Antinori 2012 BramÃ¬to del Cervo Chardonnay (Umbria);Chardonnay;Marchesi Antinori
01/01/2012;France;Puligny-Montrachet;La Garenne Premier Cru;94;$80.00;Burgundy;Au Pied du Mont Chauve 2012 La Garenne Premier Cru (Puligny-Montrachet);Chardonnay;Au Pied du Mont Chauve
01/01/2012;France;Gaillac;Renaissance;93;$55.00;Southwest France;Domaine Rotier 2012 Renaissance Red (Gaillac);Red Blend;Domaine Rotier
01/01/2012;Italy;Offida Pecorino;Licoste;86;$20.00;Central Italy;Domodimonti 2012 Licoste (Offida Pecorino);Pecorino;Domodimonti
01/01/2012;France;Champagne;Vintage Brut;95;$80.00;Champagne;Louis Roederer 2012 Vintage Brut (Champagne);Champagne Blend;Louis Roederer
01/01/2012;Italy;Barolo;Enrico VI;92;$90.00;Piedmont;Cordero di Montezemolo 2012 Enrico VI (Barolo);Nebbiolo;Cordero di Montezemolo
01/01/2012;France;Alsace;Steinert Grand Cru;93;$38.00;Alsace;Rieflé 2012 Steinert Grand Cru Pinot Gris (Alsace);Pinot Gris;Rieflé
01/01/2012;Italy;Terre Siciliane;Elisena;90;$32.00;Sicily & Sardinia;Wiegner 2012 Elisena White (Terre Siciliane);White Blend;Wiegner
01/01/2012;Italy;Toscana;Coniale;89;$55.00;Tuscany;Castellare 2012 Coniale Cabernet Sauvignon (Toscana);Cabernet Sauvignon;Castellare
01/01/2012;France;Bourgogne;Réserve;86;$20.00;Burgundy;Bouchard Père & Fils 2012 Réserve (Bourgogne);Pinot Noir;Bouchard Père & Fils
01/01/2012;Italy;Castel del Monte;Le More;85;$40.00;Southern Italy;Santa Lucia 2012 Le More Uva di Troia (Castel del Monte);Uva di Troia;Santa Lucia
01/01/2012;Italy;Barolo;Altenasso;89;$60.00;Piedmont;Cavalier Bartolomeo 2012 Altenasso (Barolo);Nebbiolo;Cavalier Bartolomeo
01/01/2012;France;Alsace;Pfersigberg Grand Cru;93;$59.00;Alsace;Kuentz-Bas 2012 Pfersigberg Grand Cru Gewurztraminer (Alsace);Gewürztraminer;Kuentz-Bas
01/01/2012;Italy;Chianti Classico;Terrarossa;88;$18.00;Tuscany;Melini 2012 Terrarossa (Chianti Classico);Red Blend;Melini
01/01/2012;France;Chassagne-Montrachet;Marquis de Laguiche Premier Cru Morgeot;94;$131.00;Burgundy;Joseph Drouhin 2012 Marquis de Laguiche Premier Cru Morgeot (Chassagne-Montrachet);Chardonnay;Joseph Drouhin
01/01/2012;France;Beaune;Les Grèves Premier Cru;93;$100.00;Burgundy;Domaine de Bellene 2012 Les Grèves Premier Cru (Beaune);Pinot Noir;Domaine de Bellene
01/01/2012;France;Cahors;Purple Réserve;88;$30.00;Southwest France;Château Lagrézette 2012 Purple Réserve Malbec (Cahors);Malbec;Château Lagrézette
01/01/2012;Italy;Alto Adige;Strahler;90;$26.00;Northeastern Italy;Weingut Stroblhof 2012 Strahler Pinot Bianco (Alto Adige);Pinot Bianco;Weingut Stroblhof
01/01/2012;France;Fronton;La Guillotte;91;$19.00;Southwest France;Château Bouissel 2012 La Guillotte Negrette (Fronton);Negrette;Château Bouissel
01/01/2012;France;Alsace;Steinert Grand Cru;93;$38.00;Alsace;Rieflé 2012 Steinert Grand Cru Pinot Gris (Alsace);Pinot Gris;Rieflé
01/01/2012;France;Corton-Charlemagne;Corton Charlemagne Grand Cru;92;$230.00;Burgundy;Jean-Luc and Paul Aegerter 2012 Corton Charlemagne Grand Cru (Corton-Charlemagne);Chardonnay;Jean-Luc and Paul Aegerter
01/01/2012;France;Beaujolais;Nouveau;86;$9.00;Beaujolais;Henry Fessy 2012 Nouveau (Beaujolais);Gamay;Henry Fessy
01/01/2012;France;Côtes de Provence;Vie Vité;86;$18.00;Provence;Domaine Sainte-Marie 2012 Vie Vité Rosé (Côtes de Provence);Rosé;Domaine Sainte-Marie
01/01/2012;Italy;Chianti Classico;I Bastioni;88;$24.00;Tuscany;Collazzi 2012 I Bastioni (Chianti Classico);Red Blend;Collazzi
01/01/2012;Italy;Barolo;Gattera;93;$49.00;Piedmont;Mauro Veglio 2012 Gattera (Barolo);Nebbiolo;Mauro Veglio
01/01/2012;Italy;Lambrusco Grasparossa di Castelvetro;Gibe;83;$19.00;Central Italy;Tenuta Pederzana 2012 Gibe (Lambrusco Grasparossa di Castelvetro);Lambrusco;Tenuta Pederzana
01/01/2012;France;Saint-Émilion;Le Second;89;$18.00;Bordeaux;Château Lagrave 2012 Le Second (Saint-Émilion);Bordeaux-style Red Blend;Château Lagrave
01/01/2012;France;Alsace;Clos Saint Landelin;90;$75.00;Alsace;René Muré 2012 Clos Saint Landelin Pinot Noir (Alsace);Pinot Noir;René Muré
01/01/2012;France;Alsace;Pfaff Gentil;84;$18.00;Alsace;La Cave des Vignerons de Pfaffenheim 2012 Pfaff Gentil White (Alsace);White Blend;La Cave des Vignerons de Pfaffenheim
01/01/2012;France;Chambertin;Cuvée Héritiers Latour;94;$310.00;Burgundy;Louis Latour 2012 Cuvée Héritiers Latour (Chambertin);Pinot Noir;Louis Latour
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico Superiore;Tosius;86;$14.00;Central Italy;Cantina Ma.Ri.Ca. 2012 Tosius (Verdicchio dei Castelli di Jesi Classico Superiore);Verdicchio;Cantina Ma.Ri.Ca.
01/01/2012;Italy;Offida Pecorino;Pistillo;89;$25.00;Central Italy;Poderi San Lazzaro 2012 Pistillo (Offida Pecorino);Pecorino;Poderi San Lazzaro
01/01/2012;Italy;Orvieto Classico Superiore;Campo del Guardiano;89;$25.00;Central Italy;Palazzone 2012 Campo del Guardiano (Orvieto Classico Superiore);White Blend;Palazzone
01/01/2012;Italy;Collio;Riserva;90;$39.00;Northeastern Italy;Russiz Superiore 2012 Riserva Sauvignon (Collio);Sauvignon;Russiz Superiore
01/01/2012;Italy;Brunello di Montalcino;Ugolforte;91;$60.00;Tuscany;Tenuta San Giorgio 2012 Ugolforte (Brunello di Montalcino);Sangiovese;Tenuta San Giorgio
01/01/2012;Italy;Vino Spumante;Talento Brut Rosé;85;$43.00;Italy Other;Peri Bigogno 2012 Talento Brut Rosé Sparkling (Vino Spumante);Sparkling Blend;Peri Bigogno
01/01/2012;France;Cahors;Gariottin Sélection;85;$18.00;Southwest France;Pelvillain Frères 2012 Gariottin Sélection Malbec (Cahors);Malbec;Pelvillain Frères
01/01/2012;Italy;Chianti Classico;Al Limite;90;$24.00;Tuscany;San Leonino 2012 Al Limite (Chianti Classico);Sangiovese;San Leonino
01/01/2012;Italy;Alto Adige;Cashmere Passito;90;$69.00;Northeastern Italy;Elena Walch 2012 Cashmere Passito White (Alto Adige);White Blend;Elena Walch
01/01/2012;Italy;Barolo;Villero;91;$75.00;Piedmont;Oddero 2012 Villero (Barolo);Nebbiolo;Oddero
01/01/2012;Italy;Sicilia;BDP Y;86;$12.00;Sicily & Sardinia;Baglio di Pianetto 2012 BDP Y Insolia (Sicilia);Insolia;Baglio di Pianetto
01/01/2012;Italy;Barolo;Bussia Cicala;90;$100.00;Piedmont;Aldo Conterno 2012 Bussia Cicala (Barolo);Nebbiolo;Aldo Conterno
01/01/2012;France;Côtes de Gascogne;La Croix d'Arton;88;$12.00;Southwest France;Domaine d'Arton 2012 La Croix d'Arton Red (Côtes de Gascogne);Red Blend;Domaine d'Arton
01/01/2012;France;Alsace;Vieilles Vignes;86;$20.00;Alsace;Boeckel 2012 Vieilles Vignes Sylvaner (Alsace);Sylvaner;Boeckel
01/01/2012;Italy;Barolo;Bussia;92;$70.00;Piedmont;Attilio Ghisolfi 2012 Bussia (Barolo);Nebbiolo;Attilio Ghisolfi
01/01/2012;France;Aloxe-Corton;Les Brunettes et Planchots;91;$55.00;Burgundy;Château de Santenay 2012 Les Brunettes et Planchots (Aloxe-Corton);Pinot Noir;Château de Santenay
01/01/2012;Italy;Barolo;Rocche dell'Annunziata;86;$55.00;Piedmont;Mario Gagliasso 2012 Rocche dell'Annunziata (Barolo);Nebbiolo;Mario Gagliasso
01/01/2012;France;Beaujolais;Domaine Pignard;85;$13.00;Beaujolais;Jean-Claude Debeaune 2012 Domaine Pignard (Beaujolais);Gamay;Jean-Claude Debeaune
01/01/2012;Italy;Verdicchio dei Castelli di Jesi Classico;Del Pozzo Buono;87;$15.00;Central Italy;Vicari 2012 Del Pozzo Buono (Verdicchio dei Castelli di Jesi Classico);Verdicchio;Vicari
01/01/2012;France;Côtes du Rhône;Esprít Barville;87;$12.00;Rhône Valley;Brotte 2012 Esprít Barville Red (Côtes du Rhône);Rhône-style Red Blend;Brotte
01/01/2012;Italy;Chianti Classico;Piegaia Riserva;87;$25.00;Tuscany;Villa Calcinaia 2012 Piegaia Riserva (Chianti Classico);Sangiovese;Villa Calcinaia
01/01/2012;Italy;Toscana;Biserno;92;$160.00;Tuscany;Tenuta di Biserno 2012 Biserno Red (Toscana);Red Blend;Tenuta di Biserno
01/01/2012;Italy;Salina;Hierà;90;$20.00;Sicily & Sardinia;Hauner 2012 Hierà Red (Salina);Red Blend;Hauner
01/01/2012;Italy;Barolo;del Comune di Serralunga d'Alba;90;$30.00;Piedmont;Cantina del Nebbiolo 2012 del Comune di Serralunga d'Alba (Barolo);Nebbiolo;Cantina del Nebbiolo
01/01/2012;France;Alsace;Tradition;85;$29.00;Alsace;Domaine Pfister 2012 Tradition Riesling (Alsace);Riesling;Domaine Pfister
01/01/2012;Italy;Soave Classico Superiore;Foscarin Slavinus;88;$25.00;Veneto;Monte Tondo 2012 Foscarin Slavinus (Soave Classico Superiore);Garganega;Monte Tondo
01/01/2012;France;Vouvray;Cuvée V;87;$14.00;Loire Valley;Bougrier 2012 Cuvée V (Vouvray);Chenin Blanc;Bougrier
01/01/2012;France;Pouilly-Fuissé;Quintessence;91;$40.00;Burgundy;Domaine Sangouard-Guyot 2012 Quintessence (Pouilly-Fuissé);Chardonnay;Domaine Sangouard-Guyot
01/01/2012;France;Côtes du Rhône;Héritages;86;$16.00;Rhône Valley;Ogier 2012 Héritages Rosé (Côtes du Rhône);Rosé;Ogier
01/01/2012;France;Bordeaux;Grande Réserve;88;$13.00;Bordeaux;Château Haut Claribes 2012 Grande Réserve (Bordeaux);Bordeaux-style Red Blend;Château Haut Claribes
01/01/2012;France;Alsace;Les Éléments;91;$26.00;Alsace;Domaine Bott-Geyl 2012 Les Éléments Gewurztraminer (Alsace);Gewürztraminer;Domaine Bott-Geyl
